"","...1","timestamp","host","nickname","city","state","country","url","address","lon","lat","year","df","num_part","other_inst","Awards","Title","Team","Presentation"
"105",105,"4/25/2017 21:46:31","University of Massachusets","","Amherst","Massachusetts","USA","http://www.science.smith.edu/datafest/","Amherst Massachusetts USA",-72.5198537,42.3732216,2014,"Yes",79,"Amherst, Hampshire, Mt. Holyoke, Smith Colleges","","","",""
"106",106,"4/25/2017 21:55:14","University of New Mexico","","Albuquerque","New Mexico","USA","http://math.unm.edu/news-events/events/asa-datafest","Albuquerque New Mexico USA",-106.6055534,35.0853336,2014,"No",NA,NA,"","","",""
"107",107,"4/26/2017 9:40:50","Columbia University","","New York","New York","USA","http://blogs.cuit.columbia.edu/statisticsclub/events/spring-datafest-2017/","New York New York USA",-74.0059413,40.7127837,2014,"No",NA,NA,"","","",""
"108",108,"4/26/2017 13:57:28","University of Mannheim","","Mannheim",NA,"Germany","http://datafest.de/","Mannheim NA Germany",8.4660395,49.4874592,2014,"No",NA,NA,"","","",""
"109",109,"4/26/2017 15:13:24","University of Virginia","","Charlottesville","Virginia","USA","http://datafest.virginia.edu/","Charlottesville Virginia USA",-78.4766781,38.0293059,2014,"No",NA,NA,"","","",""
"110",110,"4/27/2017 9:59:29","Virginia Tech","","Blacksburg","Virginia","USA","http://www.stat.vt.edu/Academics/undergraduate/VTdatafest.html","Blacksburg Virginia USA",-80.4139393,37.2295733,2014,"No",NA,NA,"","","",""
"111",111,"4/27/2017 10:27:25","Summit Consulting, DC","","Washington","District of Columbia","USA","https://www.facebook.com/events/520875878090896/","Washington District of Columbia USA",-77.0368707,38.9071923,2014,"No",NA,NA,"","","",""
"112",112,"4/27/2017 16:06:26","Case Western Reserve University","","Cleveland","Ohio","USA","http://mathstats.case.edu/datafest-2017/","Cleveland Ohio USA",-81.6943605,41.49932,2014,"No",NA,NA,"","","",""
"113",113,NA,"Macalaster College","","St Paul","Minnessota","USA","https://www.macalester.edu/datafest/","St Paul Minnessota USA",-93.0899578,44.9537029,2014,"No",NA,NA,"","","",""
"114",114,NA,"Loyola University Chicago","","Chicago","Illinois","USA","http://pascal.math.luc.edu/datafest/","Chicago Illinois USA",-87.6297982,41.8781136,2014,"No",NA,NA,"","","",""
"115",115,NA,"Brown University","","Providence","Rhode Island","USA",NA,"Providence Rhode Island USA",-71.4128343,41.8239891,2014,"No",NA,NA,"","","",""
"116",116,NA,"University of Toronto","","Toronto","Ontario","Canada","https://utorontodatafest.wordpress.com/","Toronto Ontario Canada",-79.3831843,43.653226,2014,"No",NA,NA,"","","",""
"117",117,"4/25/2017 14:17:28","Duke University","","Durham","North Carolina","USA","http://stat.duke.edu/datafest","Durham North Carolina USA",-78.898619,35.9940329,2015,"Yes",230,"UNC Chapel Hill, NC State, North Carolina A&T, UNC Greensboro, NCSSM, University of Micgican, NCCU","","","",""
"118",118,"4/25/2017 14:28:04","Vassar College","","Arlington","New York","USA","http://pages.vassar.edu/datafest/","Arlington New York USA",-73.8968025,41.6959269,2015,"No",NA,NA,"","","",""
"119",119,"4/25/2017 14:28:21","Purdue University","","Lafayette","Indiana","USA","http://llc.stat.purdue.edu/datafest2016.html","Lafayette Indiana USA",-86.8752869,40.4167022,2015,"Yes",20,NA,"","","",""
"120",120,"4/25/2017 14:31:52","Emory University","","Atlanta","Georgia","USA","http://www.quantitative.emory.edu/events/datafest%20.html","Atlanta Georgia USA",-84.3879824,33.7489954,2015,"Yes",53,NA,"","","",""
"121",121,"4/25/2017 14:32:44","Davidson College","","Davidson","North Carolina","USA","https://www.davidson.edu/academics/mathematics-and-computer-science/student-activities/competitions/datafest","Davidson North Carolina USA",-80.8486846,35.4993031,2015,"No",NA,NA,"","","",""
"122",122,"4/25/2017 14:34:07","Middlebury College","","Middlebury","Vermont","USA","http://go.middlebury.edu/datafest","Middlebury Vermont USA",-73.16734,44.0153371,2015,"No",NA,NA,"","","",""
"123",123,"4/25/2017 14:35:02","Wellesley College","","Wellesley","Massachusetts","USA","http://www.wellesley.edu/qai/bowdatafest#ElLUAcl0AQjOi29H.97","Wellesley Massachusetts USA",-71.2923877,42.296797,2015,"No",NA,NA,"","","",""
"124",124,"4/25/2017 14:37:08","Wesleyan University","","Middletown","Connecticut","USA","http://datafest.blogs.wesleyan.edu/","Middletown Connecticut USA",-72.6506488,41.5623209,2015,"No",NA,NA,"","","",""
"125",125,"4/25/2017 15:07:10","Grand Valley State University","","Allendale","Michigan","USA","http://www.gvsu.edu/stat/datafest-50.htm","Allendale Michigan USA",-85.9540407,42.9721934,2015,"No",NA,NA,"","","",""
"126",126,"4/25/2017 15:23:37","Penn State University","","State College","Pennsylvania","USA","http://stat.psu.edu/Events/2016-datafest","State College Pennsylvania USA",-77.8600012,40.7933949,2015,"Yes",60,NA,"","","",""
"127",127,"4/25/2017 15:25:14","UCLA","","Los Angeles","California","USA","http://datafest.stat.ucla.edu/","Los Angeles California USA",-118.2436849,34.0522342,2015,"Yes",250,"Pomona, Cal Poly SLO, USC, UCR","","","",""
"128",128,"4/25/2017 15:28:06","University of Missouri","","Columbia","Missouri","USA",NA,"Columbia Missouri USA",-92.3340724,38.9517053,2015,"No",NA,NA,"","","",""
"129",129,"4/25/2017 15:30:31","Cleveland State University","","Cleveland","Ohio","USA","https://sites.google.com/view/csudatafest/home","Cleveland Ohio USA",-81.6943605,41.49932,2015,"No",NA,NA,"","","",""
"130",130,"4/25/2017 15:33:19","Ohio State University","","Columbus","Ohio","USA","https://data-analytics.osu.edu/datafest","Columbus Ohio USA",-82.9987942,39.9611755,2015,"No",NA,NA,"","","",""
"131",131,"4/25/2017 16:19:13","Chapman University","","Orange","California","USA","http://www.chapman.edu/scst/conferences-and-events/datafest.aspx","Orange California USA",-117.8531007,33.7879139,2015,"No",NA,NA,"","","",""
"132",132,"4/25/2017 16:28:30","UC Berkeley","","Berkeley","California","USA","datafest.stat.berkeley.edu","Berkeley California USA",-122.272747,37.8715926,2015,"No",NA,NA,"","","",""
"133",133,"4/25/2017 16:38:43","Miami University (Ohio)","","Oxford","Ohio","USA","http://miamioh.edu/fsb/centers/cads/experiential/datafest/","Oxford Ohio USA",-84.745231,39.5069974,2015,"No",NA,NA,"","","",""
"134",134,"4/25/2017 21:46:31","University of Massachusets","","Amherst","Massachusetts","USA","http://www.science.smith.edu/datafest/","Amherst Massachusetts USA",-72.5198537,42.3732216,2015,"Yes",82,"Amherst, Hampshire, Mt. Holyoke, Smith College","","","",""
"135",135,"4/25/2017 21:55:14","University of New Mexico","","Albuquerque","New Mexico","USA","http://math.unm.edu/news-events/events/asa-datafest","Albuquerque New Mexico USA",-106.6055534,35.0853336,2015,"No",NA,NA,"","","",""
"136",136,"4/26/2017 9:40:50","Columbia University","","New York","New York","USA","http://blogs.cuit.columbia.edu/statisticsclub/events/spring-datafest-2017/","New York New York USA",-74.0059413,40.7127837,2015,"No",NA,NA,"","","",""
"137",137,"4/26/2017 13:57:28","University of Mannheim","","Mannheim",NA,"Germany","http://datafest.de/","Mannheim NA Germany",8.4660395,49.4874592,2015,"Yes",80,"LMU Munich","","","",""
"138",138,"4/26/2017 15:13:24","University of Virginia","","Charlottesville","Virginia","USA","http://datafest.virginia.edu/","Charlottesville Virginia USA",-78.4766781,38.0293059,2015,"No",NA,NA,"","","",""
"139",139,"4/27/2017 9:59:29","Virginia Tech","","Blacksburg","Virginia","USA","http://www.stat.vt.edu/Academics/undergraduate/VTdatafest.html","Blacksburg Virginia USA",-80.4139393,37.2295733,2015,"No",NA,NA,"","","",""
"140",140,"4/27/2017 10:27:25","Summit Consulting, DC","","Washington","District of Columbia","USA","https://www.facebook.com/events/520875878090896/","Washington District of Columbia USA",-77.0368707,38.9071923,2015,"Yes",17,"UMD, American University, George Washington","","","",""
"141",141,"4/27/2017 16:06:26","Case Western Reserve University","","Cleveland","Ohio","USA","http://mathstats.case.edu/datafest-2017/","Cleveland Ohio USA",-81.6943605,41.49932,2015,"No",NA,NA,"","","",""
"142",142,NA,"Macalaster College","","St Paul","Minnessota","USA","https://www.macalester.edu/datafest/","St Paul Minnessota USA",-93.0899578,44.9537029,2015,"No",NA,NA,"","","",""
"143",143,NA,"Loyola University Chicago","","Chicago","Illinois","USA","http://pascal.math.luc.edu/datafest/","Chicago Illinois USA",-87.6297982,41.8781136,2015,"No",NA,NA,"","","",""
"144",144,NA,"Brown University","","Providence","Rhode Island","USA",NA,"Providence Rhode Island USA",-71.4128343,41.8239891,2015,"No",NA,NA,"","","",""
"145",145,NA,"University of Toronto","","Toronto","Ontario","Canada","https://utorontodatafest.wordpress.com/","Toronto Ontario Canada",-79.3831843,43.653226,2015,"No",NA,NA,"","","",""
"146",146,"4/25/2017 14:17:28","Duke University","","Durham","North Carolina","USA","http://stat.duke.edu/datafest","Durham North Carolina USA",-78.898619,35.9940329,2016,"Yes",260,"UNC Chapel Hill, NC State, North Carolina A&T, Elon University, NCSSM, Meredith College","","","",""
"147",147,"4/25/2017 14:28:04","Vassar College","","Arlington","New York","USA","http://pages.vassar.edu/datafest/","Arlington New York USA",-73.8968025,41.6959269,2016,"Yes",40,NA,"","","",""
"148",148,"4/25/2017 14:28:21","Purdue University","","Lafayette","Indiana","USA","http://llc.stat.purdue.edu/datafest2016.html","Lafayette Indiana USA",-86.8752869,40.4167022,2016,"Yes",80,NA,"","","",""
"149",149,"4/25/2017 14:31:52","Emory University","","Atlanta","Georgia","USA","http://www.quantitative.emory.edu/events/datafest%20.html","Atlanta Georgia USA",-84.3879824,33.7489954,2016,"No",NA,NA,"","","",""
"150",150,"4/25/2017 14:32:44","Davidson College","","Davidson","North Carolina","USA","https://www.davidson.edu/academics/mathematics-and-computer-science/student-activities/competitions/datafest","Davidson North Carolina USA",-80.8486846,35.4993031,2016,"No",NA,NA,"","","",""
"151",151,"4/25/2017 14:34:07","Middlebury College","","Middlebury","Vermont","USA","http://go.middlebury.edu/datafest","Middlebury Vermont USA",-73.16734,44.0153371,2016,"No",NA,NA,"","","",""
"152",152,"4/25/2017 14:35:02","Wellesley College","","Wellesley","Massachusetts","USA","http://www.wellesley.edu/qai/bowdatafest#ElLUAcl0AQjOi29H.97","Wellesley Massachusetts USA",-71.2923877,42.296797,2016,"Yes",30,"Babson, Olin","","","",""
"153",153,"4/25/2017 14:37:08","Wesleyan University","","Middletown","Connecticut","USA","http://datafest.blogs.wesleyan.edu/","Middletown Connecticut USA",-72.6506488,41.5623209,2016,"Yes",50,"University of Connecticut, Connecticut College, Trinity College, Yale University","","","",""
"154",154,"4/25/2017 15:07:10","Grand Valley State University","","Allendale","Michigan","USA","http://www.gvsu.edu/stat/datafest-50.htm","Allendale Michigan USA",-85.9540407,42.9721934,2016,"No",NA,NA,"","","",""
"155",155,"4/25/2017 15:23:37","Penn State University","","State College","Pennsylvania","USA","http://stat.psu.edu/Events/2016-datafest","State College Pennsylvania USA",-77.8600012,40.7933949,2016,"Yes",80,"PSU Brandywine, Juniata College, Wilkes University","","","",""
"156",156,"4/25/2017 15:25:14","UCLA","","Los Angeles","California","USA","http://datafest.stat.ucla.edu/","Los Angeles California USA",-118.2436849,34.0522342,2016,"Yes",300,"Pomona, Cal Poly SLO, USC, UCR","","","",""
"157",157,"4/25/2017 15:28:06","University of Missouri","","Columbia","Missouri","USA",NA,"Columbia Missouri USA",-92.3340724,38.9517053,2016,"No",NA,NA,"","","",""
"158",158,"4/25/2017 15:30:31","Cleveland State University","","Cleveland","Ohio","USA","https://sites.google.com/view/csudatafest/home","Cleveland Ohio USA",-81.6943605,41.49932,2016,"No",NA,NA,"","","",""
"159",159,"4/25/2017 15:33:19","Ohio State University","","Columbus","Ohio","USA","https://data-analytics.osu.edu/datafest","Columbus Ohio USA",-82.9987942,39.9611755,2016,"Yes",100,NA,"","","",""
"160",160,"4/25/2017 16:19:13","Chapman University","","Orange","California","USA","http://www.chapman.edu/scst/conferences-and-events/datafest.aspx","Orange California USA",-117.8531007,33.7879139,2016,"No",NA,NA,"","","",""
"161",161,"4/25/2017 16:28:30","UC Berkeley","","Berkeley","California","USA","datafest.stat.berkeley.edu","Berkeley California USA",-122.272747,37.8715926,2016,"Yes",50,NA,"","","",""
"162",162,"4/25/2017 16:38:43","Miami University (Ohio)","","Oxford","Ohio","USA","http://miamioh.edu/fsb/centers/cads/experiential/datafest/","Oxford Ohio USA",-84.745231,39.5069974,2016,"Yes",51,"University of Cincinnati; Bowling Green State University","","","",""
"163",163,"4/25/2017 21:46:31","University of Massachusets","","Amherst","Massachusetts","USA","http://www.science.smith.edu/datafest/","Amherst Massachusetts USA",-72.5198537,42.3732216,2016,"Yes",123,"Amherst, Hampshire, Mt. Holyoke, Smith Colleges","","","",""
"164",164,"4/25/2017 21:55:14","University of New Mexico","","Albuquerque","New Mexico","USA","http://math.unm.edu/news-events/events/asa-datafest","Albuquerque New Mexico USA",-106.6055534,35.0853336,2016,"No",NA,NA,"","","",""
"165",165,"4/26/2017 9:40:50","Columbia University","","New York","New York","USA","http://blogs.cuit.columbia.edu/statisticsclub/events/spring-datafest-2017/","New York New York USA",-74.0059413,40.7127837,2016,"No",NA,NA,"","","",""
"166",166,"4/26/2017 13:57:28","University of Mannheim","","Mannheim",NA,"Germany","http://datafest.de/","Mannheim NA Germany",8.4660395,49.4874592,2016,"Yes",90,"LMU Munich","","","",""
"167",167,"4/26/2017 15:13:24","University of Virginia","","Charlottesville","Virginia","USA","http://datafest.virginia.edu/","Charlottesville Virginia USA",-78.4766781,38.0293059,2016,"Yes",60,NA,"","","",""
"168",168,"4/27/2017 9:59:29","Virginia Tech","","Blacksburg","Virginia","USA","http://www.stat.vt.edu/Academics/undergraduate/VTdatafest.html","Blacksburg Virginia USA",-80.4139393,37.2295733,2016,"Yes",30,NA,"","","",""
"169",169,"4/27/2017 10:27:25","Summit Consulting, DC","","Washington","District of Columbia","USA","https://www.facebook.com/events/520875878090896/","Washington District of Columbia USA",-77.0368707,38.9071923,2016,"Yes",27,"George Washington, Howard, UMD, George Mason, Montclair","","","",""
"170",170,"4/27/2017 16:06:26","Case Western Reserve University","","Cleveland","Ohio","USA","http://mathstats.case.edu/datafest-2017/","Cleveland Ohio USA",-81.6943605,41.49932,2016,"No",NA,NA,"","","",""
"171",171,NA,"Macalaster College","","St Paul","Minnessota","USA","https://www.macalester.edu/datafest/","St Paul Minnessota USA",-93.0899578,44.9537029,2016,"No",NA,NA,"","","",""
"172",172,NA,"Loyola University Chicago","","Chicago","Illinois","USA","http://pascal.math.luc.edu/datafest/","Chicago Illinois USA",-87.6297982,41.8781136,2016,"No",NA,NA,"","","",""
"173",173,NA,"Brown University","","Providence","Rhode Island","USA",NA,"Providence Rhode Island USA",-71.4128343,41.8239891,2016,"No",NA,NA,"","","",""
"174",174,NA,"University of Toronto","","Toronto","Ontario","Canada","https://utorontodatafest.wordpress.com/","Toronto Ontario Canada",-79.3831843,43.653226,2016,"No",NA,NA,"","","",""
"175",175,"4/25/2017 14:17:28","Duke University","","Durham","North Carolina","USA","http://stat.duke.edu/datafest","Durham North Carolina USA",-78.898619,35.9940329,2017,"Yes",360,"UNC Chapel Hill, NC State, North Carolina A&T, Elon University, NCSSM, Meredith College, Wake Forest University","","","",""
"176",176,"4/25/2017 14:28:04","Vassar College","","Arlington","New York","USA","http://pages.vassar.edu/datafest/","Arlington New York USA",-73.8968025,41.6959269,2017,"Yes",75,"Marist College, Colgate University","","","",""
"177",177,"4/25/2017 14:28:21","Purdue University","","Lafayette","Indiana","USA","http://llc.stat.purdue.edu/datafest2016.html","Lafayette Indiana USA",-86.8752869,40.4167022,2017,"Yes",80,NA,"","","",""
"178",178,"4/25/2017 14:31:52","Emory University","","Atlanta","Georgia","USA","http://www.quantitative.emory.edu/events/datafest%20.html","Atlanta Georgia USA",-84.3879824,33.7489954,2017,"Yes",45,NA,"","","",""
"179",179,"4/25/2017 14:32:44","Davidson College","","Davidson","North Carolina","USA","https://www.davidson.edu/academics/mathematics-and-computer-science/student-activities/competitions/datafest","Davidson North Carolina USA",-80.8486846,35.4993031,2017,"Yes",48,NA,"","","",""
"180",180,"4/25/2017 14:34:07","Middlebury College","","Middlebury","Vermont","USA","http://go.middlebury.edu/datafest","Middlebury Vermont USA",-73.16734,44.0153371,2017,"Yes",25,NA,"","","",""
"181",181,"4/25/2017 14:35:02","Wellesley College","","Wellesley","Massachusetts","USA","http://www.wellesley.edu/qai/bowdatafest#ElLUAcl0AQjOi29H.97","Wellesley Massachusetts USA",-71.2923877,42.296797,2017,"No",NA,NA,"","","",""
"182",182,"4/25/2017 14:37:08","Wesleyan University","","Middletown","Connecticut","USA","http://datafest.blogs.wesleyan.edu/","Middletown Connecticut USA",-72.6506488,41.5623209,2017,"Yes",75,"University of Connecticut, Connecticut College, Trinity College, Yale University, Lafayette College","","","",""
"183",183,"4/25/2017 15:07:10","Grand Valley State University","","Allendale","Michigan","USA","http://www.gvsu.edu/stat/datafest-50.htm","Allendale Michigan USA",-85.9540407,42.9721934,2017,"Yes",22,NA,"","","",""
"184",184,"4/25/2017 15:23:37","Penn State University","","State College","Pennsylvania","USA","http://stat.psu.edu/Events/2016-datafest","State College Pennsylvania USA",-77.8600012,40.7933949,2017,"Yes",100,"PSU Brandywine, PSU Harrisburg, PSU Great Valley, Wilkes University","","","",""
"185",185,"4/25/2017 15:25:14","UCLA","","Los Angeles","California","USA","http://datafest.stat.ucla.edu/","Los Angeles California USA",-118.2436849,34.0522342,2017,"Yes",300,"Pomona, Biola, Cal Poly SLO, UCR","","","",""
"186",186,"4/25/2017 15:28:06","University of Missouri","","Columbia","Missouri","USA",NA,"Columbia Missouri USA",-92.3340724,38.9517053,2017,"Yes",20,NA,"","","",""
"187",187,"4/25/2017 15:30:31","Cleveland State University","","Cleveland","Ohio","USA","https://sites.google.com/view/csudatafest/home","Cleveland Ohio USA",-81.6943605,41.49932,2017,"Yes",25,NA,"","","",""
"188",188,"4/25/2017 15:33:19","Ohio State University","","Columbus","Ohio","USA","https://data-analytics.osu.edu/datafest","Columbus Ohio USA",-82.9987942,39.9611755,2017,"Yes",111,NA,"","","",""
"189",189,"4/25/2017 16:19:13","Chapman University","","Orange","California","USA","http://www.chapman.edu/scst/conferences-and-events/datafest.aspx","Orange California USA",-117.8531007,33.7879139,2017,"Yes",65,"UCSB, CSUN, USC, CSUF, UCI","","","",""
"190",190,"4/25/2017 16:28:30","UC Berkeley","","Berkeley","California","USA","datafest.stat.berkeley.edu","Berkeley California USA",-122.272747,37.8715926,2017,"Yes",50,NA,"","","",""
"191",191,"4/25/2017 16:38:43","Miami University (Ohio)","","Oxford","Ohio","USA","http://miamioh.edu/fsb/centers/cads/experiential/datafest/","Oxford Ohio USA",-84.745231,39.5069974,2017,"Yes",90,"University of Cincinnati; Bowling Green State University","","","",""
"192",192,"4/25/2017 21:46:31","University of Massachusets","","Amherst","Massachusetts","USA","http://www.science.smith.edu/datafest/","Amherst Massachusetts USA",-72.5198537,42.3732216,2017,"Yes",142,"Amherst, Hampshire, Mt. Holyoke, Smith Colleges","","","",""
"193",193,"4/25/2017 21:55:14","University of New Mexico","","Albuquerque","New Mexico","USA","http://math.unm.edu/news-events/events/asa-datafest","Albuquerque New Mexico USA",-106.6055534,35.0853336,2017,"Yes",14,NA,"","","",""
"194",194,"4/26/2017 9:40:50","Columbia University","","New York","New York","USA","http://blogs.cuit.columbia.edu/statisticsclub/events/spring-datafest-2017/","New York New York USA",-74.0059413,40.7127837,2017,"Yes",45,NA,"","","",""
"195",195,"4/26/2017 13:57:28","University of Mannheim","","Mannheim",NA,"Germany","http://datafest.de/","Mannheim NA Germany",8.4660395,49.4874592,2017,"Yes",80,NA,"","","",""
"196",196,"4/26/2017 15:13:24","University of Virginia","","Charlottesville","Virginia","USA","http://datafest.virginia.edu/","Charlottesville Virginia USA",-78.4766781,38.0293059,2017,"No",NA,NA,"","","",""
"197",197,"4/27/2017 9:59:29","Virginia Tech","","Blacksburg","Virginia","USA","http://www.stat.vt.edu/Academics/undergraduate/VTdatafest.html","Blacksburg Virginia USA",-80.4139393,37.2295733,2017,"Yes",60,NA,"","","",""
"198",198,"4/27/2017 10:27:25","Summit Consulting, DC","","Washington","District of Columbia","USA","https://www.facebook.com/events/520875878090896/","Washington District of Columbia USA",-77.0368707,38.9071923,2017,"Yes",58,"George Washington, UMD, UMBC, American, Howard, George Washington","","","",""
"199",199,"4/27/2017 16:06:26","Case Western Reserve University","","Cleveland","Ohio","USA","http://mathstats.case.edu/datafest-2017/","Cleveland Ohio USA",-81.6943605,41.49932,2017,"Yes",16,NA,"","","",""
"200",200,NA,"Macalaster College","","St Paul","Minnessota","USA","https://www.macalester.edu/datafest/","St Paul Minnessota USA",-93.0899578,44.9537029,2017,"Yes",54,NA,"","","",""
"201",201,NA,"Loyola University Chicago","","Chicago","Illinois","USA","http://pascal.math.luc.edu/datafest/","Chicago Illinois USA",-87.6297982,41.8781136,2017,"Yes",40,NA,"","","",""
"202",202,NA,"Brown University","","Providence","Rhode Island","USA",NA,"Providence Rhode Island USA",-71.4128343,41.8239891,2017,"Yes",40,NA,"","","",""
"203",203,NA,"University of Toronto","","Toronto","Ontario","Canada","https://utorontodatafest.wordpress.com/","Toronto Ontario Canada",-79.3831843,43.653226,2017,"Yes",40,NA,"","","",""
